COURSE CODE,COURSE TITLE,2020 EOS,2020 EOS RANDOM,2020 MID,2020 R1 POINTS,2020 R1 RANDOM,2020 R2 POINTS,2020 R2 RANDOM,LEVEL,New,2020 EOS Portfolio
TR082,Computer Science and Business,555,False,578,555,False,,False,8,555,
TR083,Sociology and Social Policy,478,False,513,498,False,487,False,8,478,
TR084,Social Studies (Social Work),462,True,495,462,True,,False,8,462,
TR085,Business Studies and French,521,True,543,540,False,531,False,8,521,
TR086,Business Studies and German,499,False,518,509,False,499,True,8,499,
TR087,Business Studies and Russian,456,True,488,474,False,465,False,8,456,
TR089,Business Studies and Polish,424,False,468,444,False,424,False,8,424,
TR090,Business Studies and Spanish,531,True,542,531,True,,False,8,531,
TR091,General Nursing (Meath and St James`s),429,False,455,429,False,,False,8,429,
TR093,General Nursing (Adelaide School of Nursing),414,False,441,430,False,429,False,8,414,
TR095,Mental Health Nursing,408,False,430,408,False,,False,8,408,
TR097,Intellectual Disability Nursing,378,False,398,396,False,,False,8,378,
TR111,Ancient History and Archaeology/Geography,352,False,429,352,False,,False,8,352,
TR112,Ancient History and Archaeology/History,529,False,,529,False,,False,8,529,
TR113,Ancient History and Archaeology/History of Art and Architecture,337,False,477,337,False,,False,8,337,
TR114,Ancient History and Archaeology/Modern Language,337,False,420,337,False,,False,8,337,
TR117,Ancient History and Archaeology/Religion,342,False,368,342,False,,False,8,342,
TR166,Classical Civilisation/English Literature,496,False,523,498,True,496,False,8,496,
TR173,Classical Civilisation/History of Art and Architecture,335,False,466,335,False,,False,8,335,
TR177,Classical Civilisation/Modern Language,335,False,536,335,False,,False,8,335,
TR179,Classical Civilisation/Philosophy,479,False,518,499,False,,False,8,479,
TR198,Economics/Geography,534,False,552,534,False,,False,8,534,
TR202,Economics/History,534,False,566,534,False,,False,8,534,
TR207,Economics/Mathematics,566,True,601,566,True,,False,8,566,
TR208,Economics/Modern Language,534,False,578,534,False,,False,8,534,
TR209,Economics/Philosophy,534,False,576,534,False,,False,8,534,
TR212,Economics/Sociology,534,False,541,534,False,,False,8,534,
TR228,Classical Languages/English Literature,498,True,533,498,True,,False,8,498,
TR231,Classical Languages/History of Art and Architecture,349,False,444,349,False,,False,8,349,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",349,False,566,349,False,,False,8,349,
TR239,Classical Languages/Modern Language,349,False,349,349,False,,False,8,349,
TR262,English Literature/History,529,False,552,529,False,,False,8,529,
TR263,English Literature/History of Art and Architecture,497,False,533,498,True,497,False,8,497,
TR269,English Literature/Philosophy,495,False,532,499,False,,False,8,495,
TR272,English Literature/Sociology,498,True,519,498,True,,False,8,498,
TR276,English Literature/Drama Studies,#476,False,530,#498,False,,False,8,476,#
TR277,English Literature/Modern Language,489,True,543,498,True,495,False,8,489,
TR311,Film/Drama Studies,#521,True,557,#521,True,,False,8,521,#
TR312,Film/English Literature,521,True,541,521,True,,False,8,521,
TR320,Film/Music,521,True,555,521,True,,False,8,521,
TR322,Geography/History,529,False,555,529,False,,False,8,529,
TR323,Drama Studies/Modern Language,#473,False,551,#473,False,,False,8,473,#
TR324,Film/Modern Language,521,True,544,521,True,,False,8,521,
TR325,Film/History,529,False,625,529,False,,False,8,529,
TR326,Geography/Modern Language,352,False,440,352,False,,False,8,352,
TR332,Geography/Sociology,496,False,520,498,True,496,False,8,496,
TR443,History/History of Art and Architecture,529,False,532,529,False,,False,8,529,
TR447,History/Modern Language,529,False,554,529,False,,False,8,529,
TR449,History/Philosophy,529,False,543,529,False,,False,8,529,
TR452,History/Sociology,529,False,534,529,False,,False,8,529,
TR454,History/Religion,529,False,534,529,False,,False,8,529,
TR455,History of Art and Architecture/Modern Language,334,False,454,334,False,,False,8,334,
TR479,History of Art and Architecture/Philosophy,485,False,555,499,False,,False,8,485,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",337,False,473,337,False,,False,8,337,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",335,False,543,335,False,,False,8,335,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",529,False,555,529,False,,False,8,529,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",335,False,451,335,False,,False,8,335,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",nan,False,,,False,,False,8,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",342,False,,342,False,,False,8,342,
TR597,Mathematics/Modern Language,566,True,625,566,True,,False,8,566,
TR598,Mathematics/Music,566,True,,566,True,,False,8,566,
TR599,Mathematics/Philosophy,566,True,589,566,True,,False,8,566,
TR629,Music/Philosophy,499,False,,499,False,,False,8,499,
TR635,Music/Drama Studies,#473,False,487,#473,False,,False,8,473,#
TR636,Music/Modern Language,388,False,455,388,False,,False,8,388,
TR638,Music/Religion,388,False,440,388,False,,False,8,388,
TR639,Philosophy/Modern Language,499,False,613,499,False,,False,8,499,
TR662,Philosophy/Sociology,499,False,531,499,False,,False,8,499,
TR663,Religion/Classical Civilisation,342,False,591,342,False,,False,8,342,
TR664,Religion/English Literature,498,True,565,498,True,,False,8,498,
TR665,Religion/History of Art and Architecture,342,False,452,342,False,,False,8,342,
TR666,Religion/Modern Language,nan,False,,,False,,False,8,,
TR667,French/Modern Language,403,False,478,403,False,,False,8,403,
TR668,German/Modern Language,389,False,465,389,False,,False,8,389,
TR669,Irish/Modern Language,368,False,473,368,False,,False,8,368,
TR670,Italian/Modern Language,381,False,466,381,False,,False,8,381,
TR671,Russian/Modern Language,332,False,494,332,False,,False,8,332,
TR672,Spanish/Modern Language,336,False,488,336,False,,False,8,336,
TR755,Sociology/Drama Studies,#498,False,543,#498,False,,False,8,498,#
TR756,Sociology/Modern Language,495,False,510,498,False,495,False,8,495,
TR801,Dental Nursing,367,False,455,436,False,419,False,6/7,367,
TR802,Dental Hygiene,#498,False,532,#543,False,#511,False,6/7,498,#
TR803,Dental Technology,#359,False,456,#531,False,#486,False,6/7,359,#
TR911,Children`s and General Nursing (Integrated),499,True,521,511,False,510,False,8,499,
TR913,Midwifery,473,True,508,478,False,477,True,8,473,
TU601,Electronic Engineering,230,False,326,232,False,,False,6/7,230,
TU602,Computer Engineering,223,False,330,223,False,,False,6/7,223,
TU603,Mechanical Engineering,197,False,299,197,False,197,False,6/7,197,
TU641,Bar and Restaurant Management,223,False,356,223,False,,False,6/7,223,
TU642,Culinary Arts,153,False,244,153,False,,False,6/7,153,
TU643,Culinary Arts (Professional Cookery Practice),236,False,383,236,False,,False,6/7,236,
TU644,Food Management and Entrepreneurship,223,False,456,223,False,,False,6/7,223,
TU645,Food Science and Management,243,False,390,241,False,,False,6/7,243,
TU651,Applied Biology,196,False,359,205,False,196,False,6/7,196,
TU652,Computing,194,False,265,194,False,,False,6/7,194,
TU653,Computing (Information Technology),245,False,357,245,False,,False,6/7,245,
TU654,Pharmacy Technician Studies,321,False,420,321,False,,False,6/7,321,
TU655,Computing (Networking Technologies) Learn and Work,335,False,459,410,False,335,False,6/7,335,
TU671,Business,228,False,403,226,False,,False,6/7,228,
TU672,Business (Common entry),179,False,274,180,False,179,False,6/7,179,
TU673,Business Management,300,False,451,300,False,,False,6/7,300,
TU674,Business Studies,306,False,451,300,False,,False,6/7,306,
TU675,Marketing,301,False,412,301,False,,False,6/7,301,
TU676,Retail Management and Marketing,290,False,377,290,False,,False,6/7,290,
TU701,Automation Engineering,261,False,368,260,False,,False,6/7,261,
TU702,Biomedical Design,232,False,351,232,False,232,False,6/7,232,
TU703,Building Engineering,260,False,359,260,False,,False,6/7,260,
TU704,Civil Engineering,262,False,361,262,False,,False,6/7,262,
TU705,Electrical and Control Engineering,243,False,339,243,False,,False,6/7,243,
TU706,Electrical Services Engineering,244,False,307,244,False,,False,6/7,244,
TU707,Electronic Engineering,224,False,361,224,False,224,False,6/7,224,
TU708,Engineering (Common Entry with Award options),225,False,360,225,False,,False,6/7,225,
TU709,Engineering (General Entry),370,False,487,370,False,,False,6/7,370,
TU710,Engineering Reliability Management,244,False,305,244,False,,False,6/7,244,
TU711,Mechatronic Engineering,223,False,372,223,False,,False,6/7,223,
TU712,Sustainable Energy and Environmental Engineering,180,False,332,180,False,180,False,6/7,180,
TU713,Computer Engineering,221,False,322,221,False,,False,6/7,221,
TU714,Electronics and Communications Engineering,264,False,392,264,False,,False,6/7,264,
TU715,Engineering Software,181,False,391,181,False,181,False,6/7,181,
TU716,Networking Technology,241,False,386,241,False,,False,6/7,241,
TU717,Mechanical Engineering,300,False,367,300,False,,False,6/7,300,
TU718,Mechanical Engineering,198,False,338,198,False,198,False,6/7,198,
TU719,"Design,Technology and Innovation",228,False,363,228,False,,False,6/7,228,
TU720,Automotive Management and Technology,232,False,338,232,False,,False,6/7,232,
TU721,Aviation Technology,352,False,434,350,False,,False,6/7,352,
TU722,Process Instrumentation and Automation Learn and Work,401,False,499,292,False,292,False,6/7,401,
TU731,"Auctioneering, Valuation and Estate Agency",290,False,372,290,False,,False,6/7,290,
TU732,Timber Product Technology,198,False,372,253,False,198,False,6/7,198,
TU735,Sports Management and Coaching,270,False,347,270,False,,False,6/7,270,
TU736,Sports Science and Health,391,False,455,410,False,391,False,6/7,391,
TU741,Baking and Pastry Arts Management,238,False,412,234,False,,False,6/7,238,
TU742,Culinary Arts,155,False,319,155,False,155,False,6/7,155,
TU745,Hospitality Management,245,False,357,245,False,,False,6/7,245,
TU746,International Hospitality and Tourism Management,170,False,313,170,False,170,False,6/7,170,
TU747,Tourism Management,242,False,369,242,False,,False,6/7,242,
TU751,Biosciences,407,False,509,407,False,,False,6/7,407,
TU752,DNA and Forensic Analysis,390,False,465,390,False,,False,6/7,390,
TU754,Industrial and Environmental Physics,270,False,487,270,False,,False,6/7,270,
TU755,Science (General Entry),361,False,498,361,False,,False,6/7,361,
TU756,Computing,195,False,357,200,False,195,False,6/7,195,
TU757,Computing (Information Technology),225,False,352,225,False,,False,6/7,225,
TU758,Digital Forensics and Cyber Security,220,False,337,220,False,,False,6/7,220,
TU759,Information Technology Management,211,False,330,211,False,,False,6/7,211,
TU760,Bioanalysis,204,False,327,204,False,204,False,6/7,204,
TU761,Ophthalmic Dispensing,319,False,434,302,False,,False,6/7,319,
TU762,Medicinal Chemistry and Pharmaceutical Sciences,364,False,510,364,False,,False,6/7,364,
TU763,Pharmaceutical Science,349,False,429,382,False,349,False,6/7,349,
TU771,Business,224,False,392,224,False,,False,6/7,224,
TU772,Business (Common Entry with Award options),AQA,False,317,AQA,False,227,False,6/7,,
TU774,Management,195,False,327,195,False,209,False,6/7,195,
TU775,Accounting and Finance,260,False,465,260,False,,False,6/7,260,
TU776,Accounting and Finance,175,False,337,182,False,175,False,6/7,175,
TU777,Business and Information Technology,244,False,352,244,False,,False,6/7,244,
TU778,International Business,226,False,423,224,False,,False,6/7,226,
TU779,International Business,180,False,368,180,False,180,False,6/7,180,
TU780,Advertising and Marketing Communications,179,False,366,179,False,179,False,6/7,179,
TU781,Digital Marketing,220,False,326,220,False,,False,6/7,220,
TU782,Digital Marketing,179,False,287,179,False,179,False,6/7,179,
TU783,Marketing,189,False,360,189,False,189,False,6/7,189,
TU791,Applied Social Studies in Social Care,320,False,378,320,False,,False,6/7,320,
TU792,Community and Youth Development,101,False,288,101,False,250,False,6/7,101,
TU793,Early Childhood Care and Education,220,False,386,220,False,,False,6/7,220,
TU794,Early Childhood Care and Education,230,False,376,390,False,250,False,6/7,230,
TU795,Visual Merchandising and Display,481,False,763,481,False,,False,6/7,481,
TU796,Creative Digital Media,225,False,383,225,False,,False,6/7,225,
TU801,Biomedical Design,235,False,381,235,False,,False,8,235,
TU802,Electrical Services and Energy Management,300,False,352,317,False,300,False,8,300,
TU803,Electronic Engineering,243,False,337,243,False,243,False,8,243,
TU804,Engineering (Common Entry with Award options),271,False,338,271,False,,False,8,271,
TU805,Engineering (General Entry),402,False,466,402,False,,False,8,402,
TU806,Sustainable Energy Engineering,262,False,318,262,False,,False,8,262,
TU807,Computer Engineering in Mobile Systems,276,False,305,276,False,,False,8,276,
TU808,Engineering Software,260,False,339,260,False,260,False,8,260,
TU809,Mechanical Engineering,235,False,347,235,False,,False,8,235,
TU810,Mechatronic Engineering,271,False,312,270,False,,False,8,271,
TU811,Product Design,411,False,444,411,False,,False,8,411,
TU812,"Design,Technology and Innovation",270,False,350,270,False,,False,8,270,
TU813,Automation Engineering,218,False,339,218,False,218,False,8,218,
TU814,Transport Operations and Technology,251,False,372,285,False,251,False,8,251,
TU831,Architectural Technology,410,False,444,410,False,,False,8,410,
TU832,Architecture (Suitability Test and Interview),622,False,658,622,False,,False,8,622,
TU833,Construction Management,367,False,404,367,False,,False,8,367,
TU834,Geographic Science,288,False,357,288,False,,False,8,288,
TU835,Planning and Environmental Management,313,False,349,313,False,,False,8,313,
TU836,Property Economics (Valuation Surveying),401,False,433,401,False,,False,8,401,
TU837,Quantity Surveying and Construction Economics,385,False,418,385,False,,False,8,385,
TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),349,False,419,349,False,,False,8,349,
TU852,Chemical Sciences with Medicinal Chemistry,476,False,498,476,False,,False,8,476,
TU854,Science (General Entry),476,False,495,476,False,,False,8,476,
TU855,Science with Nanotechnology,319,False,368,331,False,319,False,8,319,
TU856,Computer Science,476,False,487,476,False,,False,8,476,
TU857,Computer Science (Infrastructure),391,False,419,391,False,,False,8,391,
TU858,Computer Science (International),377,False,424,377,False,,False,8,377,
TU859,Computing,217,False,308,217,False,234,False,8,217,
TU860,Computing (Information Technology),260,False,329,260,False,,False,8,260,
TU861,Computing with Language (French/German/Spanish),308,False,348,308,False,308,False,8,308,
TU862,Computing with Data Analytics,226,False,288,226,False,226,False,8,226,
TU863,Digital Forensics and Cyber Security,280,False,338,280,False,,False,8,280,
TU864,DNA and Forensic Analysis,390,False,429,400,False,390,False,8,390,
TU865,Computing with IT Management,226,False,331,226,False,,False,8,226,
TU866,Biomedical and Molecular Diagnostics,487,False,498,487,False,,False,8,487,
TU867,Biomedical Science,524,False,542,524,False,,False,8,524,
TU868,Clinical Measurement Science,510,False,520,510,False,,False,8,510,
TU869,Environmental Health,336,False,375,336,False,,False,8,336,
TU870,Human Nutrition and Dietetics,578,False,589,578,False,,False,8,578,
TU871,Optometry,509,False,530,509,False,,False,8,509,
TU872,Public Health Nutrition,491,False,512,491,False,,False,8,491,
TU873,Industrial Mathematics,250,False,392,250,False,250,False,8,250,
TU874,Mathematical Sciences,343,False,407,341,False,,False,8,343,
TU875,Pharmaceutical Healthcare,400,False,440,400,False,,False,8,400,
TU876,Pharmaceutical Science,349,False,391,377,False,349,False,8,349,
TU877,Physics Technology,308,False,373,308,False,,False,8,308,
TU878,Physics with Energy and Environment,331,False,444,337,False,337,False,8,331,
TU879,Physics with Medical Physics and Bioengineering,351,False,403,351,False,,False,8,351,
TU880,Physics with Data Science,nan,False,,578,False,,False,8,,
TU881,Food Innovation,318,False,389,318,False,,False,8,318,
TU882,Nutraceuticals in Health and Nutrition,397,False,442,397,False,,False,8,397,
TU901,Business,270,False,307,270,False,,False,8,270,
TU902,Business (Common Entry with Award options),271,False,359,271,False,,False,8,271,
TU903,Business and Management,463,False,485,463,False,,False,8,463,
TU904,Business and Law,462,False,487,462,False,,False,8,462,
TU905,Economics and Finance,465,False,488,465,False,,False,8,465,
TU906,Human Resource Management,395,False,414,395,False,,False,8,395,
TU907,Logistics and Supply Chain Management,300,False,387,300,False,,False,8,300,
TU908,Management,253,False,337,262,False,253,False,8,253,
TU909,Accounting and Finance,285,False,326,285,False,,False,8,285,
TU910,Accounting and Finance,444,False,466,444,False,,False,8,444,
TU911,Accounting and Finance,192,False,319,209,False,192,False,8,192,
TU912,Business Analytics,330,False,366,330,False,,False,8,330,
TU913,Business and Information Technology,252,False,299,252,False,,False,8,252,
TU914,Business Computing,324,False,366,324,False,,False,8,324,
TU915,International Business,252,False,302,252,False,,False,8,252,
TU916,International Business,235,False,337,235,False,235,False,8,235,
TU917,Law (LLB ) with a Language,342,False,433,342,False,,False,8,342,
TU918,Law (LLB),451,False,478,451,False,,False,8,451,
TU919,Advertising and Marketing Communications,226,False,311,228,False,226,False,8,226,
TU920,Digital Marketing,270,False,318,270,False,,False,8,270,
TU921,Digital Marketing Technologies,234,False,300,212,False,212,False,8,234,
TU922,Marketing,418,False,443,418,False,,False,8,418,
TU923,Marketing Management,228,False,318,228,False,276,False,8,228,
TU924,E-Commerce in Retailing,307,False,380,307,False,,False,8,307,
TU925,Retail and Services Management,301,False,362,301,False,,False,8,301,
TU935,Sports Management and Coaching,300,False,347,300,False,,False,8,300,
TU936,Sports Science and Health,391,False,419,410,False,391,False,8,391,
TU941,Botanical Cuisine,249,False,257,249,False,,False,8,249,
TU942,Culinary Arts,212,False,340,212,False,212,False,8,212,
TU943,Culinary Entrepreneurship,279,False,357,278,False,,False,8,279,
TU944,Culinary Science,316,False,379,316,False,,False,8,316,
TU951,International Hospitality and Tourism Management,200,False,298,184,False,184,False,8,200,
TU952,International Hospitality Management,306,False,368,300,False,,False,8,306,
TU953,Tourism and Digital Marketing,290,False,359,290,False,,False,8,290,
TU954,Event Management,356,False,404,356,False,,False,8,356,
TU955,Sports & Leisure Management,217,False,347,217,False,317,False,8,217,
TU961,Commercial Modern Music,608,False,848,608,False,608,False,8,608,
TU962,Drama (Performance),379,False,500,379,False,,False,8,379,
TU963,Music,416,False,535,416,False,,False,8,416,
TU965,International Business and Languages,346,False,413,356,False,346,False,8,346,
TU966,Languages and English Studies,434,False,466,366,False,,False,8,434,
TU967,Languages and International Tourism,326,False,388,308,False,,False,8,326,
TU971,Contemporary Visual Culture,290,False,320,290,False,,False,8,290,
TU972,Creative and Cultural Industries,281,False,369,281,False,,False,8,281,
TU973,Design - Visual Communication,717,False,865,717,False,,False,8,717,
TU974,Fine Art,563,False,826,709,False,563,False,8,563,
TU975,Interior Design,632,False,879,632,False,,False,8,632,
TU976,Photography,695,False,926,695,False,,False,8,695,
TU981,Creative Digital Media,282,False,318,280,False,,False,8,282,
TU982,Creative Digital Media,311,False,352,320,False,311,False,8,311,
TU983,Film and Broadcasting,451,False,484,456,False,451,False,8,451,
TU984,Game Design,381,False,419,381,False,,False,8,381,
TU985,Journalism,322,False,377,322,False,,False,8,322,
TU986,Print Media Technology and Management,289,False,300,289,False,,False,8,289,
TU991,Applied Social Studies in Social Care,325,False,352,325,False,,False,8,325,
TU992,Community and Youth Development,253,False,297,251,False,,False,8,253,
TU993,Early Childhood Care and Education,270,False,311,270,False,,False,8,270,
TU994,Early Childhood Care and Education,230,False,304,321,False,251,False,8,230,
TU995,Early Childhood Education,367,False,409,367,False,,False,8,367,
TU996,Social Care,400,False,419,400,False,,False,8,400,
TU997,Applied Social Care,270,False,318,310,False,283,False,8,270,
WD001,Applied Computing (options),260,False,413,260,False,260,False,8,260,
WD002,Science (options),308,False,388,308,False,,False,8,308,
WD003,Business,AQA,False,372,AQA,False,171,False,6/7,,
WD005,Health Sciences (options),280,False,338,280,False,,False,8,280,
WD006,Exercise Sciences (options),280,False,359,280,False,,False,8,280,
WD007,Engineering (options),288,False,409,288,False,288,False,8,288,
WD010,Electronic Engineering,181,False,318,181,False,,False,6/7,181,
WD011,Mechanical Engineering,198,False,341,198,False,,False,6/7,198,
WD013,Legal Studies,177,False,367,177,False,,False,6/7,177,
WD018,Applied Social Care,171,False,293,171,False,,False,6/7,171,
WD019,Recreation and Sport Management,174,False,309,174,False,,False,6/7,174,
WD025,Construction Management and Engineering,269,False,341,269,False,,False,8,269,
WD027,Music,262,False,409,262,False,,False,8,262,
WD048,Business (options),271,False,371,271,False,,False,8,271,
WD076,Forestry,243,False,326,243,False,,False,6/7,243,
WD084,Accounting,308,False,411,308,False,,False,8,308,
WD091,Hospitality Management,228,False,310,228,False,,False,8,228,
WD094,Architectural Technology,150,False,351,166,False,150,False,6/7,150,
WD096,Horticulture (Waterford - Kildalton),260,False,389,260,False,,False,6/7,260,
WD097,Horticulture (Dublin - National Botanic Gardens),AQA,False,408,AQA,False,,False,6/7,,
WD116,General Nursing,422,False,451,422,False,,False,8,422,
WD117,Psychiatric Nursing,366,False,388,366,False,,False,8,366,
WD120,Intellectual Disability Nursing,377,False,388,377,False,,False,8,377,
WD126,Agriculture,327,False,430,327,False,,False,6/7,327,
WD134,International Business,290,False,362,290,False,,False,8,290,
WD137,Design (Visual Communications),271,False,351,271,False,,False,8,271,
WD139,Civil Engineering,206,False,379,206,False,,False,6/7,206,
WD140,Laws,280,False,367,280,False,,False,8,280,
WD144,Architecture,284,False,359,284,False,,False,8,284,
WD147,Pharmaceutical Science,293,False,390,293,False,,False,8,293,
WD149,Early Childhood Studies,271,False,368,271,False,,False,8,271,
WD150,Criminal Justice Studies,270,False,331,270,False,,False,8,270,
WD151,Software Systems Development,AQA,False,356,AQA,False,AQA,False,6/7,,
WD152,Visual Art,AQA,False,317,AQA,False,,False,8,,
WD153,Multimedia Applications Development,163,False,353,163,False,,False,6/7,163,
WD155,Information Technology,211,False,338,211,False,,False,6/7,211,
WD159,Business,195,False,388,195,False,,False,6/7,195,
WD161,Computer Forensics and Security,255,False,380,255,False,,False,8,255,
WD162,Quantity Surveying,216,False,306,216,False,,False,8,216,
WD163,Psychology,434,False,473,434,False,,False,8,434,
WD164,Food Science with Business,309,False,440,309,False,,False,6/7,309,
WD172,Culinary Arts,AQA,False,301,AQA,False,AQA,False,6/7,,
WD173,Hospitality Studies,AQA,False,310,AQA,False,,False,6/7,,
WD174,Tourism,AQA,False,226,AQA,False,,False,6/7,,
WD175,Pharmaceutical Science,226,False,392,226,False,,False,6/7,226,
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",222,False,473,222,False,,False,6/7,222,
WD182,Electrical Engineering,AQA,False,302,AQA,False,,False,6/7,,
WD184,Retail Management,163,False,346,163,False,,False,6/7,163,
WD186,Sports Coaching and Performance,270,False,344,270,False,,False,8,270,
WD187,Social Science,272,False,348,272,False,,False,8,272,
WD188,Applied Health Care,201,False,349,201,False,,False,6/7,201,
WD191,Agricultural Science,377,False,420,377,False,,False,8,377,
WD192,Social Care Practice,270,False,326,270,False,,False,8,270,
WD193,Marketing and Digital Media,271,False,347,271,False,,False,8,271,
WD194,Culinary Arts,217,False,321,217,False,,False,8,217,
WD195,Architectural and Building Information Modelling Technology,279,False,367,279,False,,False,8,279,
WD200,Arts (options),AQA,False,336,AQA,False,AQA,False,8,,
WD205,Molecular Biology with Biopharmaceutical Science,228,False,446,228,False,,False,6/7,228,
WD206,Electronic Engineering,179,False,373,179,False,,False,6/7,179,
WD207,Mechanical Engineering,198,False,365,198,False,,False,6/7,198,
WD208,Manufacturing Engineering,188,False,339,188,False,,False,6/7,188,
WD210,Software Systems Development,279,False,337,279,False,,False,8,279,
WD211,Creative Computing,271,False,318,271,False,,False,8,271,
WD212,Recreation and Sport Management,270,False,349,270,False,,False,8,270,
WD230,Mechanical and Manufacturing Engineering,253,False,369,253,False,,False,8,253,
